"Product/Service Name","Variant Name","Quantity on hand","Item type","Single,parent or variant?","Category","SKU","Taxable","Option 1 name","Option 1 value","Option 2 name","Option 2 value","Option 3 name","Option 3 value","Option 4 name","Option 4 value","Option 5 name","Option 5 value","Price","Cost","Income Account","Expense Account","Inventory asset account","Sales Description","Purchase Description","Reorder Point"
"774549","",0,"Non-Inventory","Single",,,"Yes","","","","","","","","","","",22.39,21.74,"Sales of Product Income","Cost of Goods Sold","","Smith & Nephew Allevyn Gentle Border Lite #66800833 Thin Silicone Foam Dressing 2 X 2 Inch Square Silicone Gel Adhesive with Border Sterile","Smith & Nephew Allevyn Gentle Border Lite #66800833 Thin Silicone Foam Dressing 2 X 2 Inch Square Silicone Gel Adhesive with Border Sterile",0
"776979","",0,"Non-Inventory","Single",,"BX","Yes","","","","","","","","","","",33.41,31.82,"Sales of Product Income","Cost of Goods Sold","","Foam Dressing PolyMem® Finger / Toe 2-3/5 to 3 Inch Circumference Without Border Film Backing Nonadhesive Finger / Toe Sterile","Foam Dressing PolyMem® Finger / Toe 2-3/5 to 3 Inch Circumference Without Border Film Backing Nonadhesive Finger / Toe Sterile",0
"777592","",0,"Non-Inventory","Single",,"CS","Yes","","","","","","","","","","",535.97,506.49,"Sales of Product Income","Cost of Goods Sold","","777592
Peripheral IV Catheter InsyteTM AutoguardTM BC 22 Gauge 1 Inch BD Vialon Straight Hub Blood Control Push Button Safety
CATHETER, AUTOGUARD BLD CNRL 22GX1.0"" (50/BX4BXCS)","777592
Peripheral IV Catheter InsyteTM AutoguardTM BC 22 Gauge 1 Inch BD Vialon Straight Hub Blood Control Push Button Safety
CATHETER, AUTOGUARD BLD CNRL 22GX1.0"" (50/BX4BXCS)",0
"778894410778","",0,"Non-Inventory","Single",,"BX","Yes","","","","","","","","","","",25,19.5,"Sales of Product Income","Cost of Goods Sold","","778894410778
Ruffles Potato Chips, Cheddar Sour Cream, 1oz (40 Count)","778894410778
Ruffles Potato Chips, Cheddar Sour Cream, 1oz (40 Count)",0
"785511","",0,"Non-Inventory","Single",,"EA","Yes","","","","","","","","","","",13.39,12.25,"Sales of Product Income","Cost of Goods Sold","","785511
Eye Lubricant Systane® Ultra 0.34 oz. Eye Drops","785511
Eye Lubricant Systane® Ultra 0.34 oz. Eye Drops",0
"786308","",0,"Non-Inventory","Single",,"CS","Yes","","","","","","","","","","",125.32,97.91,"Sales of Product Income","Cost of Goods Sold","","786308
Sani-Cloth® Bleach Surface Disinfectant Cleaner, Premoistened Germicidal Manual Pull Wipe, 75 Count","786308
Sani-Cloth® Bleach Surface Disinfectant Cleaner, Premoistened Germicidal Manual Pull Wipe, 75 Count",0
"786382","",0,"Non-Inventory","Single",,"BX","Yes","","","","","","","","","","",13.57,12.12,"Sales of Product Income","Cost of Goods Sold","","786382
Burn Relief Water Jel® Cream 0.9 Gram Individual Packet","786382
Burn Relief Water Jel® Cream 0.9 Gram Individual Packet",0
"786886","",0,"Non-Inventory","Single",,,"Yes","","","","","","","","","","",77.36,75.11,"Sales of Product Income","Cost of Goods Sold","","Indwelling Catheter Tray AMSure(R) Foley 16 Fr. 5 cc
Balloon Silicone Coated Latex
McKesson #7 86886
Manufacturer #A S89316","Amsino International AMSure(R) #AS89316 Indwelling Catheter Tray Foley 16 Fr. 5 cc Balloon Silicone Coated Latex",0
"787124","",0,"Non-Inventory","Single",,"CS","Yes","","","","","","","","","","",48.98,47.55,"Sales of Product Income","Cost of Goods Sold","","Pads, Light Pads Heavy 12"" (CS/180)","Pads, Light Pads Heavy 12"" (CS/180)",0
"787331","",0,"Non-Inventory","Single",,"BX","Yes","","","","","","","","","","",772.12,735.35,"Sales of Product Income","Cost of Goods Sold","","787331
Enteral Feeding Tube Declogger Kit Clog ZapperTM (2) 10mL Oral Syringes / 12 Inch Applicator","787331
Enteral Feeding Tube Declogger Kit Clog ZapperTM (2) 10mL Oral Syringes / 12 Inch Applicator",0
"787608","",0,"Non-Inventory","Single",,"EA","Yes","","","","","","","","","","",93.48,74.78,"Sales of Product Income","Cost of Goods Sold","","787608
Knee Support AliMed® Large Hook and Loop Closure 15 to 16-1/2 Inch Circumference Left or Right Knee
KNEE SUPPORT, NEOPRENE LG D/S","787608
Knee Support AliMed® Large Hook and Loop Closure 15 to 16-1/2 Inch Circumference Left or Right Knee
KNEE SUPPORT, NEOPRENE LG D/S",0
"787634","",0,"Non-Inventory","Single",,,"Yes","","","","","","","","","","",52.29,"0","Sales of Product Income","Cost of Goods Sold","","Skin Protectant McKesson 5 Gram Individual Packet Unscented Ointment",,0
"790090","",0,"Non-Inventory","Single",,"CTN","Yes","","","","","","","","","","",100.47,97.54,"Sales of Product Income","Cost of Goods Sold","","Palmolive(R) #CPC-01417 Dishwashing Liquid, Original Scent, 3 oz Bottle, 72/Carton","Palmolive(R) #CPC-01417 Dishwashing Liquid, Original Scent, 3 oz Bottle, 72/Carton",0
"793066089934","",0,"Non-Inventory","Single",,"BX","Yes","","","","","","","","","","",38.28,29,"Sales of Product Income","Cost of Goods Sold","","793066089934
Blastin' Berry Hot Colors Fruit Roll-Ups, 72 ct. SA","793066089934
Blastin' Berry Hot Colors Fruit Roll-Ups, 72 ct. SA",0
"793630","",0,"Non-Inventory","Single",,"EA","Yes","","","","","","","","","","",88.4,82.62,"Sales of Product Income","Cost of Goods Sold","","793630
CORD, MATTRESS REPLACMENT PROCARE","793630
CORD, MATTRESS REPLACMENT PROCARE",0
"793901","",0,"Non-Inventory","Single",,,"Yes","","","","","","","","","","",102.26,97.39,"Sales of Product Income","Cost of Goods Sold","","Resting Hand Splint SoftPro  Functional Fabric Right Hand Blue Large","Resting Hand Splint SoftPro  Functional Fabric Right Hand Blue Large",0
"79400152466","",0,"Non-Inventory","Single",,"PK","Yes","","","","","","","","","","",14.68,,"Sales of Product Income","","","79400152466
Suave Antiperspirant Female Deodorant, 48hr Protection, Tropical Paradise, 2.6 oz, 2 Pack","",0
"79400152558","",0,"Non-Inventory","Single",,"PK","Yes","","","","","","","","","","",14.68,,"Sales of Product Income","","","79400152558
Deodorant, Wild Cherry Blossom","79400152558
Deodorant, Wild Cherry Blossom",0
"79400152558-2","",0,"Non-Inventory","Single",,"PK","Yes","","","","","","","","","","",14.68,,"Sales of Product Income","","","79400152558
Deodorant, Tropical Paradise","79400152558
Deodorant, Tropical Paradise",0
"79400386748","",0,"Non-Inventory","Single",,"PK","Yes","","","","","","","","","","",14.68,,"Sales of Product Income","","","79400386748
Deodorant, Pea & Violet","79400386748
Deodorant, Pea & Violet",0
"794218","",0,"Non-Inventory","Single",,"CS","Yes","","","","","","","","","","",64.83,61.91,"Sales of Product Income","Cost of Goods Sold","","794218
Unisex Adult Incontinence Brief TENA ProSkin Stretch  Ultra 2X-Large Disposable Heavy Absorbency","794218
Unisex Adult Incontinence Brief TENA ProSkin Stretch  Ultra 2X-Large Disposable Heavy Absorbency",0
"795672","",0,"Non-Inventory","Single",,"CS","Yes","","","","","","","","","","",38.59,33.56,"Sales of Product Income","Cost of Goods Sold","","Dynarex Cohesive Bandage Sensi-Wrap 3 Inch X 5 Yard Self-Adherent Closure Tan NonSterile Standard Compression","Dynarex Cohesive Bandage Sensi-Wrap 3 Inch X 5 Yard Self-Adherent Closure Tan NonSterile Standard Compression",0
"796449","",0,"Non-Inventory","Single",,,"Yes","","","","","","","","","","",103.4,98.48,"Sales of Product Income","Cost of Goods Sold","","Resting Hand Splint SoftPro  Functional Fabric Right Hand Blue Medium","Resting Hand Splint SoftPro  Functional Fabric Right Hand Blue Medium",0
"796450","",0,"Non-Inventory","Single",,,"Yes","","","","","","","","","","",103.4,98.48,"Sales of Product Income","Cost of Goods Sold","","Resting Hand Splint SoftPro  Functional Fabric Left Hand Blue Medium","Resting Hand Splint SoftPro  Functional Fabric Left Hand Blue Medium",0
"798791","",0,"Non-Inventory","Single",,"CS","Yes","","","","","","","","","","",87.27,77.92,"Sales of Product Income","Cost of Goods Sold","","798791
Disposable Underpad Tranquility® Heavy Duty 30 X 36 Inch Super Absorbent Polymer Heavy Absorbency","798791
Disposable Underpad Tranquility® Heavy Duty 30 X 36 Inch Super Absorbent Polymer Heavy Absorbency",0
"798847","",0,"Non-Inventory","Single",,"EA","Yes","","","","","","","","","","",11.6,10.94,"Sales of Product Income","Cost of Goods Sold","","798847
Laxative Geri-Care® Powder 17.9 oz. Polyethylene, Glycol 3350","798847
Laxative Geri-Care® Powder 17.9 oz. Polyethylene, Glycol 3350",0
"801661","",0,"Non-Inventory","Single",,"CS","Yes","","","","","","","","","","",61.94,58.99,"Sales of Product Income","Cost of Goods Sold","","Unisex Adult Incontinence Brief Tranquility SmartCore Medium Disposable Heavy Absorbency","Unisex Adult Incontinence Brief Tranquility SmartCore Medium Disposable Heavy Absorbency",0
"801662","",0,"Non-Inventory","Single",,"CS","Yes","","","","","","","","","","",67.61,64.39,"Sales of Product Income","Cost of Goods Sold","","Unisex Adult Incontinence Brief Tranquility SmartCore Large Disposable Heavy Absorbency","Unisex Adult Incontinence Brief Tranquility SmartCore Large Disposable Heavy Absorbency",0
"801663","",0,"Non-Inventory","Single",,"CS","Yes","","","","","","","","","","",66.34,63.18,"Sales of Product Income","Cost of Goods Sold","","Unisex Adult Incontinence Brief Tranquility SmartCore X-Large Disposable Heavy Absorbency","Unisex Adult Incontinence Brief Tranquility SmartCore X-Large Disposable Heavy Absorbency",0
"8025-N95R","",0,"Non-Inventory","Single",,"EA","Yes","","","","","","","","","","",192.5,175,"Sales of Product Income","Cost of Goods Sold","","8025-N95R
Fit Test Probe Refill Kit for 8025-N95
Refill Kit for 8025-N95 Sampling Probe Kit
For fit testing disposable filtering-facepiece respirators.
Includes: 500 Probes, 500 Push Nuts (no tools).","8025-N95R
Fit Test Probe Refill Kit for 8025-N95
Refill Kit for 8025-N95 Sampling Probe Kit
For fit testing disposable filtering-facepiece respirators.
Includes: 500 Probes, 500 Push Nuts (no tools).",0
"8048-T","",0,"Non-Inventory","Single",,"EA","Yes","","","","","","","","","","",16916.64,16266,"Sales of Product Income","Cost of Goods Sold","","8048-T
PortaCount Model 8048-T; w/ Tablet
Respirator Fit Tester
Includes: Carry Case; AC Adapter with Universal Plug Set;
8026 Particle Generator (115 VAC); Alcohol Cartridge;
Alcohol Fill Capsule; Storage Cap; (2) Zero Check Filters;
3/16"" and 1/4"" Hose Adapters; (2) Spare Alcohol Wicks; (100)
Sampling Probes; (100) Lock Washers; Probe Insertion Tool;
Neck Strap; 8016 Alcohol Supply containing (16) 30mL Bottles
of Reagent Grade Isopropyl Alcohol; FitPro Ultra Fit Test
Software; Microsoft® Surface Go® Tablet; WiFi USB Adapter;
USB-A & USB-C Cable; and 2-Year Warranty","8048-T
PortaCount Model 8048-T; w/ Tablet
Respirator Fit Tester
Includes: Carry Case; AC Adapter with Universal Plug Set;
8026 Particle Generator (115 VAC); Alcohol Cartridge;
Alcohol Fill Capsule; Storage Cap; (2) Zero Check Filters;
3/16"" and 1/4"" Hose Adapters; (2) Spare Alcohol Wicks; (100)
Sampling Probes; (100) Lock Washers; Probe Insertion Tool;
Neck Strap; 8016 Alcohol Supply containing (16) 30mL Bottles
of Reagent Grade Isopropyl Alcohol; FitPro Ultra Fit Test
Software; Microsoft® Surface Go® Tablet; WiFi USB Adapter;
USB-A & USB-C Cable; and 2-Year Warranty",0
"810070620899","",0,"Non-Inventory","Single",,"KT","Yes","","","","","","","","","","",36.59,29.99,"Sales of Product Income","Cost of Goods Sold","","810070620899
Stained Glass Solar System Craft Kit - National Geographic","810070620899
Stained Glass Solar System Craft Kit - National Geographic",0
"810143701944","",0,"Non-Inventory","Single",,"BG","Yes","","","","","","","","","","",35.9,28,"Sales of Product Income","Cost of Goods Sold","","810143701944
Star burst Fav Reds Fruit Chews Candy, 3lb Bulk Bag (Approx. 270 Pieces) Red & Pink Star burst","810143701944
Star burst Fav Reds Fruit Chews Candy, 3lb Bulk Bag (Approx. 270 Pieces) Red & Pink Star burst",0
"810156491313","",0,"Non-Inventory","Single",,"PK","Yes","","","","","","","","","","",17.95,14,"Sales of Product Income","Cost of Goods Sold","","810156491313
Haribo Original Gold-Bear Gummi Candies 4oz. Bags","810156491313
Haribo Original Gold-Bear Gummi Candies 4oz. Bags",0
"811875","",0,"Non-Inventory","Single",,,"Yes","","","","","","","","","","",30.27,29.39,"Sales of Product Income","Cost of Goods Sold","","Dynarex Secure Strip  #3523 Skin Closure Strip Secure 1/4 X 3 Inch Nonwoven Material Flexible Strip White","Dynarex Secure Strip  #3523 Skin Closure Strip Secure 1/4 X 3 Inch Nonwoven Material Flexible Strip White",0
"813408","",0,"Non-Inventory","Single",,"CS","Yes","","","","","","","","","","",49.14,46.8,"Sales of Product Income","Cost of Goods Sold","","Unisex Adult Absorbent Underwear Tranquility(R) Premium OverNight Pull On with Tear Away Seams 2X-LARGE Disposable Heavy Absorbency","Unisex Adult Absorbent Underwear Tranquility(R) Premium OverNight Pull On with Tear Away Seams 2X-LARGE Disposable Heavy Absorbency",0
"815860","",0,"Non-Inventory","Single",,"815860","Yes","","","","","","","","","","",35.38,34.35,"Sales of Product Income","Cost of Goods Sold","","Compression Stocking JOBST® #114733 Relief® Knee High X-Large Black Closed Toe",,0
"816455","",0,"Non-Inventory","Single",,"CS","Yes","","","","","","","","","","",48.06,45.55,"Sales of Product Income","Cost of Goods Sold","","816455
Disposable Underpad Tranquility® AIR-PlusTM 30 X 36
Inch Powersorb® Material Heavy Absorbency
UNDERPAD, INCONT TRANQUILITY AIR + 30X36"" (10/BG4BG/CS)","816455
Disposable Underpad Tranquility® AIR-PlusTM 30 X 36
Inch Powersorb® Material Heavy Absorbency
UNDERPAD, INCONT TRANQUILITY AIR + 30X36"" (10/BG4BG/CS)",0
"824246","",0,"Non-Inventory","Single",,"CS","Yes","","","","","","","","","","",107.77,100.72,"Sales of Product Income","Cost of Goods Sold","","824246
Denture Adhesive Fixodent® Original Cream 1.4 oz. (24/CS)","824246
Denture Adhesive Fixodent® Original Cream 1.4 oz. (24/CS)",0
"825654","",0,"Non-Inventory","Single",,"BX","Yes","","","","","","","","","","",93.99,91.25,"Sales of Product Income","Cost of Goods Sold","","DermaRite Industries DermaCol™ #00303E Collagen Dressing 4 X 4 Inch Square Sterile","DermaRite Industries DermaCol™ #00303E Collagen Dressing 4 X 4 Inch Square Sterile",0
"826475","",0,"Non-Inventory","Single",,"BX","Yes","","","","","","","","","","",29.08,27.18,"Sales of Product Income","Cost of Goods Sold","","826475
Oral Swab Dynarex® Dentifrice Foam Tip 1 per Pack, SWAB, ORAL W/FM TIP FLAVORED (250/BX)","826475
Oral Swab Dynarex® Dentifrice Foam Tip 1 per Pack, SWAB, ORAL W/FM TIP FLAVORED (250/BX)",0
"826983","",0,"Non-Inventory","Single",,"CS","Yes","","","","","","","","","","",46.25,40.22,"Sales of Product Income","Cost of Goods Sold","","Dynarex® #4877 Denture Cleaner We Care™ CLEANSER, DENTURE ANTIBACTERIAL TABS (40/BX 24BX/CS)","Dynarex® #4877 Denture Cleaner We Care™ CLEANSER, DENTURE ANTIBACTERIAL TABS (40/BX 24BX/CS)",0
"826984","",0,"Non-Inventory","Single",,,"Yes","","","","","","","","","","",156.91,152.34,"Sales of Product Income","Cost of Goods Sold","","Dynarex #4881 Hairbrush Nylon Bristles 9 Inch","Dynarex #4881 Hairbrush Nylon Bristles 9 Inch",0
"826990","",0,"Non-Inventory","Single",,"CS","Yes","","","","","","","","","","",96.51,90.2,"Sales of Product Income","Cost of Goods Sold","","826990
Toenail Clippers Dynarex® Thumb Squeeze Lever CLIPPER, TOENAIL W/FILE S/STL (12/BX 12BX/CS)","826990
Toenail Clippers Dynarex® Thumb Squeeze Lever CLIPPER, TOENAIL W/FILE S/STL (12/BX 12BX/CS)",0
"827098","",0,"Non-Inventory","Single",,"EA","Yes","","","","","","","","","","",40.92,38.24,"Sales of Product Income","Cost of Goods Sold","","827098
Knee Pad DonJoy® Spider® Small Without Fastening, 15-1/2 to 18-1/2 Inch Thigh Circumference Left or Right, Knee KNEE SUPPORT, PAD SPIDER HONEYCOMB DESIGN BLK, SM","827098
Knee Pad DonJoy® Spider® Small Without Fastening, 15-1/2 to 18-1/2 Inch Thigh Circumference Left or Right, Knee KNEE SUPPORT, PAD SPIDER HONEYCOMB DESIGN BLK, SM",0
"832683","",0,"Non-Inventory","Single",,,"Yes","","","","","","","","","","",82.62,80.21,"Sales of Product Income","Cost of Goods Sold","","McKesson Brand #14-138 Exam Glove Large NonSterile Vinyl Standard Cuff Length Smooth Clear Not Rated","McKesson Brand #14-138 Exam Glove Large NonSterile Vinyl Standard Cuff Length Smooth Clear Not Rated",0
"834360","",0,"Non-Inventory","Single",,"BX","Yes","","","","","","","","","","",55.64,45.61,"Sales of Product Income","Cost of Goods Sold","","834360
Foam Dressing Allevyn 4 X 4 Inch With Gentle Border Film Backing Silicone Gel Adhesive, Square, Sterile","834360
Foam Dressing Allevyn 4 X 4 Inch With Gentle Border Film Backing Silicone Gel Adhesive, Square, Sterile",0
"840258821442","",0,"Non-Inventory","Single",,"PK","Yes","","","","","","","","","","",28.22,23.99,"Sales of Product Income","Cost of Goods Sold","","840258821442
CANDY, HARD, ZERO SUGAR,
3.6 OZ, 4/PAC
Zero Sugar Jolly Ranchers Hard Candy, 3.6 Ounce Bag (Pack of 4), Sugar Free Candy, Individually Wrapped Hard Candy, The Hampton Popcorn & Candy Company","840258821442
CANDY, HARD, ZERO SUGAR,
3.6 OZ, 4/PAC
Zero Sugar Jolly Ranchers Hard Candy, 3.6 Ounce Bag (Pack of 4), Sugar Free Candy, Individually Wrapped Hard Candy, The Hampton Popcorn & Candy Company",0
"843128131979","",0,"Non-Inventory","Single",,"PK","Yes","","","","","","","","","","",18.17,14.89,"Sales of Product Income","Cost of Goods Sold","","843128131979
Sustainable Greetings: 72-Pack All Occasion Mini Notecards with Envelopes and 24 Assorted Stickers, 2.5x2.5 Inches, Multicolored","843128131979
Sustainable Greetings: 72-Pack All Occasion Mini Notecards with Envelopes and 24 Assorted Stickers, 2.5x2.5 Inches, Multicolored",0
"843718065080","",0,"Non-Inventory","Single",,"PK","Yes","","","","","","","","","","",4.27,3.5,"Sales of Product Income","Cost of Goods Sold","","843718065080
100ct Quad Ruled Filler Paper Reinforced - up&up™: Quadrille Ruled, 10.5x8 Inches, White, 20 lb, Loose Leaf, 100 Sheets","843718065080
100ct Quad Ruled Filler Paper Reinforced - up&up™: Quadrille Ruled, 10.5x8 Inches, White, 20 lb, Loose Leaf, 100 Sheets",0
"846702","",0,"Non-Inventory","Single",,"EA","Yes","","","","","","","","","","",14.18,13.38,"Sales of Product Income","Cost of Goods Sold","","846702
Allergy Eye Relief Zaditor® 0.17 oz. Eye Drops","846702
Allergy Eye Relief Zaditor® 0.17 oz. Eye Drops",0
"847102000879","",0,"Non-Inventory","Single",,"BG","Yes","","","","","","","","","","",9.76,8,"Sales of Product Income","Cost of Goods Sold","","847102000879
Richardson Products Inc. Polypropylene Tumbler Lid - 6/Case, Fits Richardson Products Inc. tumblers, Spout design for easy handling, Prevents spills and messes","847102000879
Richardson Products Inc. Polypropylene Tumbler Lid - 6/Case, Fits Richardson Products Inc. tumblers, Spout design for easy handling, Prevents spills and messes",0
